read_id	my_status	my_rname	my_pos	my_mismatches	my_num_hits
ILLUMINA-075005_0053_FC:3:1:8408:1186#0	unique	3R	9778636	1	1
ILLUMINA-075005_0053_FC:3:1:8535:1180#0	unique	X	6741843	2	1
ILLUMINA-075005_0053_FC:3:1:9051:1188#0	unique	2R	24968755	1	1
ILLUMINA-075005_0053_FC:3:1:9276:1177#0	unique	3L	20396693	0	1
ILLUMINA-075005_0053_FC:3:1:9410:1180#0	unique	2R	9587574	2	1
ILLUMINA-075005_0053_FC:3:1:9878:1178#0	unique	3R	29221120	0	1
ILLUMINA-075005_0053_FC:3:1:10159:1179#0	unique	3R	11753713	0	1
ILLUMINA-075005_0053_FC:3:1:10272:1186#0	unique	2L	16786229	0	1
ILLUMINA-075005_0053_FC:3:1:10386:1180#0	unique	3L	19893310	0	1
ILLUMINA-075005_0053_FC:3:1:10643:1183#0	unique	2L	6343858	2	1
ILLUMINA-075005_0053_FC:3:1:10837:1178#0	unique	X	6083550	0	1
ILLUMINA-075005_0053_FC:3:1:11041:1179#0	unique	3L	2126261	1	1
ILLUMINA-075005_0053_FC:3:1:11163:1185#0	unique	X	11091417	0	1
ILLUMINA-075005_0053_FC:3:1:11304:1178#0	unique	X	9554767	1	1
ILLUMINA-075005_0053_FC:3:1:11430:1183#0	unique	2R	7792429	0	1
ILLUMINA-075005_0053_FC:3:1:11928:1183#0	unique	3L	8643247	0	1
ILLUMINA-075005_0053_FC:3:1:12319:1188#0	unique	3L	2588808	1	1
ILLUMINA-075005_0053_FC:3:1:12477:1181#0	unique	3L	2046317	0	1
ILLUMINA-075005_0053_FC:3:1:13040:1188#0	unique	3R	25018816	0	1
ILLUMINA-075005_0053_FC:3:1:13335:1184#0	unique	X	1295658	0	1
ILLUMINA-075005_0053_FC:3:1:13387:1183#0	unique	X	11712768	0	1
ILLUMINA-075005_0053_FC:3:1:13614:1184#0	unique	2L	420538	1	1
ILLUMINA-075005_0053_FC:3:1:13718:1180#0	unique	2R	7741400	0	1
ILLUMINA-075005_0053_FC:3:1:13948:1187#0	unique	X	1478915	1	1
ILLUMINA-075005_0053_FC:3:1:15032:1187#0	unique	3R	18876782	0	1
ILLUMINA-075005_0053_FC:3:1:15445:1177#0	unique	3R	10006866	0	1
ILLUMINA-075005_0053_FC:3:1:15488:1178#0	unique	3L	16308039	0	1
ILLUMINA-075005_0053_FC:3:1:15819:1187#0	unique	3R	30014887	1	1
ILLUMINA-075005_0053_FC:3:1:16271:1187#0	unique	3R	29748526	0	1
ILLUMINA-075005_0053_FC:3:1:16341:1182#0	unique	2L	5071705	0	1
ILLUMINA-075005_0053_FC:3:1:16463:1177#0	unique	2L	16774631	0	1
ILLUMINA-075005_0053_FC:3:1:16769:1179#0	unique	3R	27049486	0	1
ILLUMINA-075005_0053_FC:3:1:16804:1179#0	unique	X	9554809	1	1
ILLUMINA-075005_0053_FC:3:1:16974:1177#0	unique	2R	19447899	1	1
ILLUMINA-075005_0053_FC:3:1:17068:1177#0	unique	2R	8238056	1	1
ILLUMINA-075005_0053_FC:3:1:17988:1184#0	unique	2L	10316654	0	1
ILLUMINA-075005_0053_FC:3:1:18024:1177#0	unique	2R	13966811	0	1
ILLUMINA-075005_0053_FC:3:1:18107:1183#0	unique	3L	8328167	0	1
ILLUMINA-075005_0053_FC:3:1:18195:1186#0	unique	2R	24903420	0	1
ILLUMINA-075005_0053_FC:3:1:18542:1185#0	unique	X	17280379	0	1
ILLUMINA-075005_0053_FC:3:1:18849:1179#0	unique	2L	10318258	0	1
ILLUMINA-075005_0053_FC:3:1:19545:1185#0	unique	X	13593705	0	1
ILLUMINA-075005_0053_FC:3:1:1671:1190#0	unique	2L	2216550	0	1
ILLUMINA-075005_0053_FC:3:1:1821:1199#0	unique	3L	25806627	0	1
ILLUMINA-075005_0053_FC:3:1:2285:1200#0	unique	3L	8640944	0	1
ILLUMINA-075005_0053_FC:3:1:2351:1192#0	unique	3L	18827719	1	1
ILLUMINA-075005_0053_FC:3:1:3553:1189#0	multi				6
ILLUMINA-075005_0053_FC:3:1:3724:1192#0	unique	2L	22535874	0	1
ILLUMINA-075005_0053_FC:3:1:4502:1191#0	unique	2L	13921968	1	1
ILLUMINA-075005_0053_FC:3:1:5283:1195#0	unique	3L	16278938	0	1
ILLUMINA-075005_0053_FC:3:1:5382:1195#0	unique	3R	23359648	1	1
ILLUMINA-075005_0053_FC:3:1:5648:1198#0	unique	3R	24632205	0	1
ILLUMINA-075005_0053_FC:3:1:6245:1195#0	unique	X	14582174	0	1
ILLUMINA-075005_0053_FC:3:1:6609:1192#0	unique	2R	13967743	0	1
ILLUMINA-075005_0053_FC:3:1:7031:1193#0	unique	2L	4469275	0	1
ILLUMINA-075005_0053_FC:3:1:7598:1189#0	unique	2R	20945394	0	1
ILLUMINA-075005_0053_FC:3:1:7735:1191#0	unique	X	8249185	1	1
ILLUMINA-075005_0053_FC:3:1:7989:1198#0	unique	X	12758451	0	1
ILLUMINA-075005_0053_FC:3:1:8097:1197#0	unique	X	16638413	0	1
ILLUMINA-075005_0053_FC:3:1:8161:1191#0	unique	2R	14989007	1	1
ILLUMINA-075005_0053_FC:3:1:8366:1190#0	unique	2R	9587775	0	1
ILLUMINA-075005_0053_FC:3:1:8766:1200#0	unique	2R	15858202	0	1
ILLUMINA-075005_0053_FC:3:1:9080:1193#0	unique	3R	27924217	0	1
ILLUMINA-075005_0053_FC:3:1:9396:1193#0	unique	X	13331307	0	1
ILLUMINA-075005_0053_FC:3:1:9842:1190#0	unique	3L	20423725	0	1
ILLUMINA-075005_0053_FC:3:1:10335:1198#0	unique	X	5673344	0	1
ILLUMINA-075005_0053_FC:3:1:10557:1194#0	unique	2L	10410338	0	1
ILLUMINA-075005_0053_FC:3:1:10904:1200#0	unique	3L	19690744	0	1
ILLUMINA-075005_0053_FC:3:1:11360:1197#0	unique	2L	16786561	0	1
ILLUMINA-075005_0053_FC:3:1:11887:1195#0	unique	2L	13922215	1	1
ILLUMINA-075005_0053_FC:3:1:12017:1193#0	unique	2R	24991846	0	1
ILLUMINA-075005_0053_FC:3:1:12660:1193#0	unique	3R	29863480	0	1
ILLUMINA-075005_0053_FC:3:1:13499:1197#0	unique	2R	23548843	0	1
ILLUMINA-075005_0053_FC:3:1:13565:1196#0	unique	3L	9730550	0	1
ILLUMINA-075005_0053_FC:3:1:13639:1195#0	multi				2
ILLUMINA-075005_0053_FC:3:1:14082:1200#0	unique	3L	3195422	0	1
ILLUMINA-075005_0053_FC:3:1:14170:1194#0	unique	3R	5625513	1	1
ILLUMINA-075005_0053_FC:3:1:14263:1197#0	unique	3L	8601695	0	1
ILLUMINA-075005_0053_FC:3:1:14613:1190#0	unique	3L	8327343	1	1
ILLUMINA-075005_0053_FC:3:1:15120:1193#0	unique	2L	9696537	0	1
ILLUMINA-075005_0053_FC:3:1:15504:1190#0	unique	3R	20780195	0	1
ILLUMINA-075005_0053_FC:3:1:15716:1190#0	unique	2R	23998558	0	1
ILLUMINA-075005_0053_FC:3:1:15847:1195#0	unique	3L	6205797	0	1
ILLUMINA-075005_0053_FC:3:1:15951:1190#0	unique	3R	23759629	0	1
ILLUMINA-075005_0053_FC:3:1:16177:1195#0	unique	2L	1725587	0	1
ILLUMINA-075005_0053_FC:3:1:16325:1196#0	unique	3R	14892215	0	1
ILLUMINA-075005_0053_FC:3:1:16792:1191#0	unique	2L	13366984	0	1
ILLUMINA-075005_0053_FC:3:1:17125:1197#0	unique	3R	31742873	0	1
ILLUMINA-075005_0053_FC:3:1:17481:1198#0	unique	X	21603049	0	1
ILLUMINA-075005_0053_FC:3:1:17583:1192#0	unique	2R	22638466	0	1
ILLUMINA-075005_0053_FC:3:1:18352:1192#0	unique	2L	19554805	0	1
ILLUMINA-075005_0053_FC:3:1:18932:1192#0	unique	3R	27678691	0	1
ILLUMINA-075005_0053_FC:3:1:19161:1189#0	unique	2L	9896337	0	1
ILLUMINA-075005_0053_FC:3:1:19233:1192#0	unique	3R	27050163	0	1
ILLUMINA-075005_0053_FC:3:1:19652:1189#0	unique	3R	15441865	0	1
ILLUMINA-075005_0053_FC:3:1:19767:1191#0	unique	2L	16786710	1	1
ILLUMINA-075005_0053_FC:3:1:1269:1209#0	unique	2R	7739356	0	1
ILLUMINA-075005_0053_FC:3:1:1310:1204#0	unique	X	804243	0	1
ILLUMINA-075005_0053_FC:3:1:1439:1203#0	unique	X	1332241	0	1
ILLUMINA-075005_0053_FC:3:1:1741:1201#0	unique	2R	13441150	0	1
ILLUMINA-075005_0053_FC:3:1:2639:1205#0	unique	4	1033034	0	1
ILLUMINA-075005_0053_FC:3:1:2782:1211#0	unique	3L	16307964	1	1
ILLUMINA-075005_0053_FC:3:1:3637:1208#0	unique	3L	5360926	1	1
ILLUMINA-075005_0053_FC:3:1:3657:1205#0	unique	2R	22800307	0	1
ILLUMINA-075005_0053_FC:3:1:3971:1207#0	unique	2R	17409143	0	1
ILLUMINA-075005_0053_FC:3:1:4445:1201#0	unique	3R	4707258	0	1
ILLUMINA-075005_0053_FC:3:1:5996:1210#0	unique	3L	2588126	0	1
ILLUMINA-075005_0053_FC:3:1:6077:1202#0	unique	3L	8602648	1	1
ILLUMINA-075005_0053_FC:3:1:6148:1211#0	unique	3R	30206556	0	1
ILLUMINA-075005_0053_FC:3:1:6344:1210#0	unique	3L	9832406	2	1
ILLUMINA-075005_0053_FC:3:1:7622:1206#0	unique	2L	4344352	0	1
ILLUMINA-075005_0053_FC:3:1:8305:1205#0	multi				2
ILLUMINA-075005_0053_FC:3:1:8681:1211#0	unique	X	8248842	0	1
ILLUMINA-075005_0053_FC:3:1:8836:1202#0	unique	X	15064487	0	1
ILLUMINA-075005_0053_FC:3:1:8884:1201#0	unique	2R	13507846	2	1
ILLUMINA-075005_0053_FC:3:1:9145:1209#0	unique	3L	8601695	0	1
ILLUMINA-075005_0053_FC:3:1:9245:1210#0	unique	2R	22800347	0	1
ILLUMINA-075005_0053_FC:3:1:9628:1205#0	unique	2R	23548726	0	1
ILLUMINA-075005_0053_FC:3:1:9810:1207#0	unique	2R	8594551	1	1
ILLUMINA-075005_0053_FC:3:1:10001:1204#0	unique	3R	19381694	1	1
ILLUMINA-075005_0053_FC:3:1:10043:1205#0	unique	3L	230822	1	1
ILLUMINA-075005_0053_FC:3:1:10233:1205#0	unique	X	16387913	0	1
ILLUMINA-075005_0053_FC:3:1:10352:1207#0	unique	X	7899707	0	1
ILLUMINA-075005_0053_FC:3:1:10825:1203#0	unique	3R	5465908	1	1
ILLUMINA-075005_0053_FC:3:1:10888:1207#0	unique	X	10213309	1	1
ILLUMINA-075005_0053_FC:3:1:11033:1210#0	unique	2L	13921204	0	1
ILLUMINA-075005_0053_FC:3:1:11401:1208#0	unique	3R	27083543	0	1
ILLUMINA-075005_0053_FC:3:1:11790:1203#0	unique	X	19519996	0	1
ILLUMINA-075005_0053_FC:3:1:11907:1212#0	unique	2R	17094778	0	1
ILLUMINA-075005_0053_FC:3:1:11930:1205#0	unique	3L	8643247	0	1
ILLUMINA-075005_0053_FC:3:1:12864:1207#0	unique	3R	15266120	1	1
ILLUMINA-075005_0053_FC:3:1:13206:1207#0	unique	2L	13933097	0	1
ILLUMINA-075005_0053_FC:3:1:13735:1208#0	unique	X	15139020	0	1
ILLUMINA-075005_0053_FC:3:1:14930:1211#0	unique	2R	11146655	1	1
ILLUMINA-075005_0053_FC:3:1:15012:1203#0	unique	3R	15266075	0	1
ILLUMINA-075005_0053_FC:3:1:15137:1211#0	unique	3R	27924359	0	1
ILLUMINA-075005_0053_FC:3:1:15256:1210#0	unique	3L	1668099	0	1
ILLUMINA-075005_0053_FC:3:1:15681:1210#0	unique	2L	1726100	0	1
ILLUMINA-075005_0053_FC:3:1:15726:1207#0	unique	X	19519976	1	1
ILLUMINA-075005_0053_FC:3:1:15969:1206#0	unique	2L	10975932	0	1
ILLUMINA-075005_0053_FC:3:1:16189:1208#0	unique	X	7899742	0	1
ILLUMINA-075005_0053_FC:3:1:16346:1211#0	unique	2L	3481535	0	1
ILLUMINA-075005_0053_FC:3:1:16917:1209#0	unique	X	15869227	0	1
ILLUMINA-075005_0053_FC:3:1:16959:1209#0	unique	2R	8952030	0	1
ILLUMINA-075005_0053_FC:3:1:17452:1201#0	unique	2R	24311501	1	1
ILLUMINA-075005_0053_FC:3:1:17523:1205#0	unique	3L	4212683	0	1
ILLUMINA-075005_0053_FC:3:1:17792:1202#0	unique	2R	17572406	0	1
ILLUMINA-075005_0053_FC:3:1:18164:1211#0	unique	X	764759	0	1
ILLUMINA-075005_0053_FC:3:1:18571:1203#0	unique	3L	9048976	0	1
ILLUMINA-075005_0053_FC:3:1:18769:1205#0	unique	2L	22247547	0	1
ILLUMINA-075005_0053_FC:3:1:18801:1208#0	unmapped				0
ILLUMINA-075005_0053_FC:3:1:19188:1202#0	unique	2R	17409318	1	1
ILLUMINA-075005_0053_FC:3:1:1507:1215#0	unique	3R	27658826	0	1
ILLUMINA-075005_0053_FC:3:1:1762:1218#0	unique	X	1369932	0	1
ILLUMINA-075005_0053_FC:3:1:2219:1219#0	unique	X	764546	1	1
ILLUMINA-075005_0053_FC:3:1:2353:1214#0	unique	2R	21187593	2	1
ILLUMINA-075005_0053_FC:3:1:2383:1218#0	unique	2R	23072931	0	1
ILLUMINA-075005_0053_FC:3:1:2455:1223#0	unique	3L	22867693	0	1
ILLUMINA-075005_0053_FC:3:1:3475:1213#0	unique	2R	16014328	2	1
ILLUMINA-075005_0053_FC:3:1:3512:1214#0	unique	3R	11215843	0	1
ILLUMINA-075005_0053_FC:3:1:4206:1214#0	unique	2R	24968810	0	1
ILLUMINA-075005_0053_FC:3:1:4284:1219#0	unique	2R	17546607	0	1
ILLUMINA-075005_0053_FC:3:1:5050:1223#0	unique	3R	29748587	0	1
ILLUMINA-075005_0053_FC:3:1:5534:1214#0	unique	2R	11618329	1	1
ILLUMINA-075005_0053_FC:3:1:5596:1223#0	unique	2L	16788659	0	1
ILLUMINA-075005_0053_FC:3:1:7772:1212#0	unique	3L	3196499	2	1
ILLUMINA-075005_0053_FC:3:1:8447:1217#0	unique	3R	27049650	0	1
ILLUMINA-075005_0053_FC:3:1:8699:1216#0	unique	2R	22645153	0	1
ILLUMINA-075005_0053_FC:3:1:8754:1221#0	unique	2R	17045696	0	1
ILLUMINA-075005_0053_FC:3:1:9414:1214#0	unique	3L	11122785	0	1
ILLUMINA-075005_0053_FC:3:1:9703:1213#0	multi				6
ILLUMINA-075005_0053_FC:3:1:10605:1221#0	unique	2R	22801996	0	1
ILLUMINA-075005_0053_FC:3:1:10685:1217#0	unique	2R	22800314	0	1
ILLUMINA-075005_0053_FC:3:1:10934:1213#0	unique	X	3861237	0	1
ILLUMINA-075005_0053_FC:3:1:11709:1223#0	unique	2R	17408898	1	1
ILLUMINA-075005_0053_FC:3:1:12004:1212#0	unique	3L	8733718	0	1
ILLUMINA-075005_0053_FC:3:1:12417:1217#0	unique	X	5673437	0	1
ILLUMINA-075005_0053_FC:3:1:12746:1213#0	unique	2L	5051306	1	1
ILLUMINA-075005_0053_FC:3:1:12803:1214#0	unique	2R	16868495	0	1
ILLUMINA-075005_0053_FC:3:1:12845:1213#0	unique	2L	9573577	0	1
ILLUMINA-075005_0053_FC:3:1:13246:1215#0	unique	3R	26257837	1	1
ILLUMINA-075005_0053_FC:3:1:13643:1213#0	unique	X	15579375	1	1
ILLUMINA-075005_0053_FC:3:1:13842:1219#0	unique	2R	14253564	1	1
ILLUMINA-075005_0053_FC:3:1:13872:1217#0	unique	3R	17545554	0	1
ILLUMINA-075005_0053_FC:3:1:14154:1223#0	unique	2L	13921023	0	1
ILLUMINA-075005_0053_FC:3:1:14195:1220#0	unique	2R	7792647	0	1
ILLUMINA-075005_0053_FC:3:1:14275:1213#0	unique	2L	16781105	1	1
ILLUMINA-075005_0053_FC:3:1:14360:1219#0	unique	2R	23905365	0	1
ILLUMINA-075005_0053_FC:3:1:15805:1217#0	unique	2L	4994875	0	1
ILLUMINA-075005_0053_FC:3:1:15989:1216#0	unique	3R	20851047	0	1
ILLUMINA-075005_0053_FC:3:1:16204:1220#0	unique	3L	8416883	0	1
ILLUMINA-075005_0053_FC:3:1:16737:1217#0	unique	3L	11823924	0	1
ILLUMINA-075005_0053_FC:3:1:16868:1213#0	unique	3R	27967121	0	1
ILLUMINA-075005_0053_FC:3:1:17200:1222#0	unique	2R	21688195	1	1
ILLUMINA-075005_0053_FC:3:1:17258:1214#0	unique	dmel_mitochondrion_genome	11083	0	1
ILLUMINA-075005_0053_FC:3:1:17777:1212#0	unique	X	15986552	1	1
ILLUMINA-075005_0053_FC:3:1:17959:1217#0	unique	3L	13024373	0	1
ILLUMINA-075005_0053_FC:3:1:18105:1222#0	unique	3R	16186089	0	1
ILLUMINA-075005_0053_FC:3:1:18223:1220#0	unique	3R	20011581	0	1
ILLUMINA-075005_0053_FC:3:1:18312:1222#0	unique	3R	31216329	0	1
ILLUMINA-075005_0053_FC:3:1:19166:1223#0	unique	3L	8326910	0	1
ILLUMINA-075005_0053_FC:3:1:1076:1229#0	unique	2L	7206418	1	1
ILLUMINA-075005_0053_FC:3:1:1495:1234#0	unique	3L	8643301	0	1
ILLUMINA-075005_0053_FC:3:1:1951:1229#0	unique	3R	30206600	0	1
ILLUMINA-075005_0053_FC:3:1:2298:1229#0	unique	2R	22171803	0	1
ILLUMINA-075005_0053_FC:3:1:2429:1228#0	unique	3L	16785473	0	1
ILLUMINA-075005_0053_FC:3:1:2549:1224#0	unique	2R	24060917	0	1
ILLUMINA-075005_0053_FC:3:1:2985:1232#0	unique	3R	18227752	2	1
ILLUMINA-075005_0053_FC:3:1:3254:1232#0	multi				2
ILLUMINA-075005_0053_FC:3:1:3311:1229#0	unique	3L	22076693	0	1
ILLUMINA-075005_0053_FC:3:1:3481:1233#0	unique	3R	30174045	0	1
ILLUMINA-075005_0053_FC:3:1:3588:1234#0	unique	X	13750723	1	1
ILLUMINA-075005_0053_FC:3:1:3868:1224#0	unique	2R	23941270	0	1
ILLUMINA-075005_0053_FC:3:1:3932:1231#0	unique	2L	16774623	0	1
ILLUMINA-075005_0053_FC:3:1:3955:1227#0	unique	X	8247922	0	1
ILLUMINA-075005_0053_FC:3:1:4031:1230#0	unique	3R	24882750	2	1
ILLUMINA-075005_0053_FC:3:1:5009:1234#0	unique	X	15748141	0	1
ILLUMINA-075005_0053_FC:3:1:5029:1228#0	unique	2R	18539095	0	1
ILLUMINA-075005_0053_FC:3:1:5170:1226#0	unique	3R	11754153	0	1
ILLUMINA-075005_0053_FC:3:1:5683:1228#0	unique	3R	6470267	0	1
ILLUMINA-075005_0053_FC:3:1:5989:1231#0	unique	2R	13958549	0	1
ILLUMINA-075005_0053_FC:3:1:6246:1235#0	unique	X	266176	0	1
ILLUMINA-075005_0053_FC:3:1:6504:1229#0	unique	3L	16231080	0	1
ILLUMINA-075005_0053_FC:3:1:6805:1234#0	unique	3R	7088322	1	1
ILLUMINA-075005_0053_FC:3:1:6856:1234#0	unique	2R	15545247	2	1
ILLUMINA-075005_0053_FC:3:1:6971:1228#0	unique	3R	18228228	0	1
ILLUMINA-075005_0053_FC:3:1:7418:1228#0	unique	3L	1840580	1	1
ILLUMINA-075005_0053_FC:3:1:7656:1225#0	unique	2R	17537586	0	1
ILLUMINA-075005_0053_FC:3:1:8425:1231#0	unique	X	2034990	0	1
ILLUMINA-075005_0053_FC:3:1:8601:1229#0	unique	2R	14245880	0	1
ILLUMINA-075005_0053_FC:3:1:9134:1232#0	unique	X	5673408	0	1
ILLUMINA-075005_0053_FC:3:1:9231:1234#0	unique	2R	20533724	1	1
ILLUMINA-075005_0053_FC:3:1:9423:1234#0	unique	3L	5144110	0	1
ILLUMINA-075005_0053_FC:3:1:10669:1229#0	unique	3R	30173220	0	1
ILLUMINA-075005_0053_FC:3:1:10748:1227#0	unique	3R	15314573	0	1
ILLUMINA-075005_0053_FC:3:1:11051:1227#0	unique	X	19740938	0	1
ILLUMINA-075005_0053_FC:3:1:11278:1230#0	unique	2R	8932924	0	1
ILLUMINA-075005_0053_FC:3:1:11478:1226#0	unique	3R	30206547	0	1
ILLUMINA-075005_0053_FC:3:1:11516:1226#0	unique	2L	9549453	0	1
ILLUMINA-075005_0053_FC:3:1:12061:1229#0	unique	3R	29156720	0	1
ILLUMINA-075005_0053_FC:3:1:12084:1232#0	unique	3R	13642316	0	1
ILLUMINA-075005_0053_FC:3:1:12391:1230#0	unique	X	13593702	0	1
ILLUMINA-075005_0053_FC:3:1:13857:1228#0	unique	3L	1777963	2	1
ILLUMINA-075005_0053_FC:3:1:13974:1228#0	unique	3R	29748046	0	1
ILLUMINA-075005_0053_FC:3:1:14174:1224#0	unique	3L	14753669	0	1
ILLUMINA-075005_0053_FC:3:1:14334:1234#0	unique	3R	31217801	0	1
ILLUMINA-075005_0053_FC:3:1:14632:1224#0	unique	2L	10303598	0	1
ILLUMINA-075005_0053_FC:3:1:14725:1233#0	unique	2R	17097253	0	1
ILLUMINA-075005_0053_FC:3:1:14775:1229#0	unique	3L	21985939	0	1
ILLUMINA-075005_0053_FC:3:1:14843:1225#0	unique	2L	14165981	1	1
ILLUMINA-075005_0053_FC:3:1:16114:1224#0	unique	3L	9376464	0	1
ILLUMINA-075005_0053_FC:3:1:16129:1233#0	unique	3R	10871385	0	1
ILLUMINA-075005_0053_FC:3:1:16292:1231#0	unique	3L	2588729	0	1
ILLUMINA-075005_0053_FC:3:1:16601:1226#0	unique	X	5664933	1	1
ILLUMINA-075005_0053_FC:3:1:16759:1226#0	unique	X	15139014	0	1
ILLUMINA-075005_0053_FC:3:1:17428:1226#0	unique	3L	9832592	0	1
ILLUMINA-075005_0053_FC:3:1:17499:1231#0	unique	3R	15440656	1	1
ILLUMINA-075005_0053_FC:3:1:18649:1224#0	unique	3R	27924666	0	1
ILLUMINA-075005_0053_FC:3:1:19213:1235#0	unique	2R	23359029	0	1
ILLUMINA-075005_0053_FC:3:1:1120:1239#0	unique	3L	1331339	2	1
ILLUMINA-075005_0053_FC:3:1:1388:1238#0	unique	2R	23996634	0	1
ILLUMINA-075005_0053_FC:3:1:1531:1241#0	unique	X	9159638	0	1
ILLUMINA-075005_0053_FC:3:1:2034:1239#0	unique	X	2025626	0	1
ILLUMINA-075005_0053_FC:3:1:2108:1236#0	unique	X	7900134	1	1
ILLUMINA-075005_0053_FC:3:1:2253:1241#0	unique	3R	31763889	0	1
ILLUMINA-075005_0053_FC:3:1:2275:1238#0	unique	3L	9730989	0	1
ILLUMINA-075005_0053_FC:3:1:2373:1243#0	unique	2L	7744493	0	1
ILLUMINA-075005_0053_FC:3:1:3444:1241#0	unique	3R	15544947	0	1
ILLUMINA-075005_0053_FC:3:1:3619:1247#0	unique	3L	8327240	3	1
ILLUMINA-075005_0053_FC:3:1:4102:1241#0	unique	3R	31253152	0	1
ILLUMINA-075005_0053_FC:3:1:4186:1245#0	unique	3R	19027553	0	1
ILLUMINA-075005_0053_FC:3:1:4251:1237#0	unique	2R	18450507	0	1
ILLUMINA-075005_0053_FC:3:1:4372:1236#0	unique	X	14226564	0	1
ILLUMINA-075005_0053_FC:3:1:4457:1246#0	unique	X	15847921	2	1
ILLUMINA-075005_0053_FC:3:1:5407:1241#0	unique	2R	7792007	0	1
ILLUMINA-075005_0053_FC:3:1:5825:1236#0	unique	2L	561031	0	1
ILLUMINA-075005_0053_FC:3:1:6098:1241#0	unique	X	9554753	1	1
ILLUMINA-075005_0053_FC:3:1:6133:1240#0	unique	2R	22607788	1	1
ILLUMINA-075005_0053_FC:3:1:6266:1236#0	unique	3R	11894226	0	1
ILLUMINA-075005_0053_FC:3:1:6435:1238#0	unique	2L	6937238	3	1
ILLUMINA-075005_0053_FC:3:1:7000:1235#0	unique	2L	13945298	0	1
ILLUMINA-075005_0053_FC:3:1:7034:1239#0	unique	2L	10771107	0	1
ILLUMINA-075005_0053_FC:3:1:7076:1246#0	unique	2L	561004	0	1
ILLUMINA-075005_0053_FC:3:1:7166:1237#0	unique	3R	27045821	0	1
ILLUMINA-075005_0053_FC:3:1:7186:1237#0	unique	3R	15245955	1	1
ILLUMINA-075005_0053_FC:3:1:7427:1246#0	unique	2L	19008432	1	1
ILLUMINA-075005_0053_FC:3:1:7607:1240#0	unique	3L	13448745	1	1
ILLUMINA-075005_0053_FC:3:1:8089:1244#0	unique	2L	21679045	1	1
ILLUMINA-075005_0053_FC:3:1:8220:1243#0	unique	3L	21986814	0	1
ILLUMINA-075005_0053_FC:3:1:8481:1240#0	unique	2R	20264696	3	1
ILLUMINA-075005_0053_FC:3:1:8739:1245#0	unique	X	18426508	1	1
ILLUMINA-075005_0053_FC:3:1:8801:1244#0	unique	3L	3812135	1	1
ILLUMINA-075005_0053_FC:3:1:8987:1244#0	unique	3R	27050142	0	1
ILLUMINA-075005_0053_FC:3:1:9025:1243#0	unique	2R	19447956	1	1
ILLUMINA-075005_0053_FC:3:1:9306:1237#0	unique	2L	12105529	0	1
ILLUMINA-075005_0053_FC:3:1:9701:1244#0	unique	2L	18988220	0	1
ILLUMINA-075005_0053_FC:3:1:10026:1236#0	unique	2R	17409774	1	1
ILLUMINA-075005_0053_FC:3:1:10242:1244#0	unique	3L	16308072	1	1
ILLUMINA-075005_0053_FC:3:1:10263:1246#0	unique	2L	13945533	0	1
ILLUMINA-075005_0053_FC:3:1:10281:1241#0	unique	2L	10410305	0	1
ILLUMINA-075005_0053_FC:3:1:11212:1240#0	unique	2L	10848070	1	1
ILLUMINA-075005_0053_FC:3:1:11293:1238#0	unique	2L	10848386	1	1
ILLUMINA-075005_0053_FC:3:1:11434:1237#0	unique	X	1370047	0	1
ILLUMINA-075005_0053_FC:3:1:12002:1240#0	unique	3L	17475719	0	1
ILLUMINA-075005_0053_FC:3:1:12118:1236#0	unique	2R	19173765	1	1
ILLUMINA-075005_0053_FC:3:1:12272:1246#0	unique	X	18794650	0	1
ILLUMINA-075005_0053_FC:3:1:12293:1241#0	unique	X	13331341	0	1
ILLUMINA-075005_0053_FC:3:1:12409:1237#0	multi				2
ILLUMINA-075005_0053_FC:3:1:12495:1240#0	unique	2L	12106635	0	1
ILLUMINA-075005_0053_FC:3:1:12763:1243#0	unmapped				0
ILLUMINA-075005_0053_FC:3:1:13785:1243#0	unique	4	1033875	0	1
ILLUMINA-075005_0053_FC:3:1:13806:1241#0	unique	2R	14756933	0	1
ILLUMINA-075005_0053_FC:3:1:13931:1240#0	multi				6
ILLUMINA-075005_0053_FC:3:1:14027:1237#0	unique	2R	9587880	0	1
ILLUMINA-075005_0053_FC:3:1:14218:1240#0	unique	3R	25681773	0	1
ILLUMINA-075005_0053_FC:3:1:14510:1241#0	unique	3R	8347266	0	1
ILLUMINA-075005_0053_FC:3:1:14533:1244#0	unique	3R	30171778	0	1
ILLUMINA-075005_0053_FC:3:1:14679:1238#0	unique	3L	3175601	0	1
ILLUMINA-075005_0053_FC:3:1:15412:1242#0	unique	3L	4287291	0	1
ILLUMINA-075005_0053_FC:3:1:15697:1243#0	unmapped				0
ILLUMINA-075005_0053_FC:3:1:15796:1241#0	unique	2R	14756946	0	1
ILLUMINA-075005_0053_FC:3:1:15987:1241#0	unique	2R	17408402	0	1
ILLUMINA-075005_0053_FC:3:1:16442:1238#0	unique	X	4698861	0	1
ILLUMINA-075005_0053_FC:3:1:16617:1246#0	unique	3R	30173332	0	1
ILLUMINA-075005_0053_FC:3:1:16756:1245#0	unique	3L	9048953	1	1
ILLUMINA-075005_0053_FC:3:1:16809:1245#0	unique	2R	22801106	0	1
ILLUMINA-075005_0053_FC:3:1:17062:1240#0	unique	3R	31216984	0	1
ILLUMINA-075005_0053_FC:3:1:18603:1240#0	unique	3R	29863087	0	1
