read_id,star_pos,star_strand,star_nM,my_status,my_pos,my_strand,my_mismatches,match
ILLUMINA-075005_0053_FC:3:1:9834:1633#0,13922365,+,3,unique,13922365,+,3,yes
ILLUMINA-075005_0053_FC:3:1:10507:1624#0,1985567,+,0,unique,1985567,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11826:1624#0,13921652,+,0,unique,13921652,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18157:1628#0,13933104,+,0,unique,13933104,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18231:1626#0,11003120,+,0,unique,11003120,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1571:1643#0,12298835,-,0,unique,12298835,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2311:1635#0,7826087,+,0,unique,7826087,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4472:1641#0,3145145,+,0,unique,3145145,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4660:1640#0,16782450,-,0,unique,16782450,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5699:1640#0,3517026,-,0,unique,3517026,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10944:1645#0,1725776,+,0,unique,1725776,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10996:1637#0,13922763,+,1,unique,13922763,+,1,yes
ILLUMINA-075005_0053_FC:3:1:12605:1642#0,4457816,+,0,unique,4457816,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12821:1645#0,2579292,+,0,unique,2579292,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13223:1645#0,19053314,-,0,unique,19053314,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14318:1640#0,16873154,-,3,unique,16873154,-,3,yes
ILLUMINA-075005_0053_FC:3:1:14551:1639#0,4974726,-,0,unique,4974726,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14634:1640#0,21171441,-,0,unique,21171441,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17568:1637#0,3036359,+,0,unique,3036359,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18331:1637#0,11003068,+,0,unique,11003068,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19039:1645#0,1176501,-,0,unique,1176501,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19099:1642#0,13920926,+,0,unique,13920926,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19688:1640#0,10241646,-,0,unique,10241646,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2616:1656#0,13001305,+,1,unique,13001305,+,1,yes
ILLUMINA-075005_0053_FC:3:1:5688:1657#0,10410297,-,0,unique,10410297,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7114:1655#0,1725254,+,0,unique,1725254,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9674:1655#0,21172511,-,0,unique,21172511,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15439:1649#0,13920952,+,0,unique,13920952,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15924:1649#0,10234049,-,0,unique,10234049,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16462:1654#0,13922246,+,1,unique,13922246,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18613:1655#0,13922918,+,0,unique,13922918,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19424:1654#0,8041984,+,0,unique,8041984,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19798:1648#0,22247529,+,0,unique,22247529,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2175:1670#0,8024778,-,0,unique,8024778,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2875:1662#0,4228206,-,0,unique,4228206,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3534:1669#0,3639220,+,0,unique,3639220,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4184:1659#0,6036032,+,0,unique,6036032,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4310:1670#0,10847519,+,0,unique,10847519,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4572:1666#0,16785607,-,3,unique,16785607,-,3,yes
ILLUMINA-075005_0053_FC:3:1:7440:1669#0,13921869,+,0,unique,13921869,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8277:1659#0,16829149,-,1,unique,16829149,-,1,yes
ILLUMINA-075005_0053_FC:3:1:8812:1660#0,9787934,+,1,unique,9787934,+,1,yes
ILLUMINA-075005_0053_FC:3:1:9283:1663#0,16783002,-,0,unique,16783002,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9378:1662#0,10847809,+,1,unique,10847809,+,1,yes
ILLUMINA-075005_0053_FC:3:1:10186:1659#0,6918146,+,1,unique,6918146,+,1,yes
ILLUMINA-075005_0053_FC:3:1:11298:1660#0,6478517,+,1,unique,6478517,+,1,yes
ILLUMINA-075005_0053_FC:3:1:13026:1663#0,10975883,+,1,unique,10975883,+,1,yes
ILLUMINA-075005_0053_FC:3:1:14869:1661#0,13945516,+,0,unique,13945516,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19264:1669#0,19959454,-,0,unique,19959454,-,0,yes
ILLUMINA-075005_0053_FC:3:1:1094:1679#0,16784770,-,1,unique,16784770,-,1,yes
ILLUMINA-075005_0053_FC:3:1:2386:1675#0,1606647,-,0,unique,1606647,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5474:1677#0,8428874,-,0,unique,8428874,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5636:1674#0,7826831,+,0,unique,7826831,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5856:1673#0,21678297,+,0,unique,21678297,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6911:1681#0,13921003,+,0,unique,13921003,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9124:1675#0,10847246,+,0,unique,10847246,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10227:1677#0,16780663,-,1,unique,16780663,-,1,yes
ILLUMINA-075005_0053_FC:3:1:10291:1676#0,16785437,-,0,unique,16785437,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11437:1679#0,4966506,+,0,unique,4966506,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12481:1680#0,561197,+,0,unique,561197,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14204:1675#0,5327745,-,1,unique,5327745,-,1,yes
ILLUMINA-075005_0053_FC:3:1:14723:1682#0,21678253,+,0,unique,21678253,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15281:1671#0,10201672,-,0,unique,10201672,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16783:1672#0,10847909,+,0,unique,10847909,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18963:1674#0,9913213,-,0,unique,9913213,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19006:1680#0,21679632,+,0,unique,21679632,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2278:1684#0,19008322,+,0,unique,19008322,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2514:1693#0,4228120,-,0,unique,4228120,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2746:1687#0,7429839,-,0,unique,7429839,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2824:1693#0,16846981,+,0,unique,16846981,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2870:1686#0,16783258,-,0,unique,16783258,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10386:1685#0,13932847,+,0,unique,13932847,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11900:1688#0,21678806,+,0,unique,21678806,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12208:1690#0,16785649,-,0,unique,16785649,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17688:1693#0,19524790,-,1,unique,19524790,-,1,yes
ILLUMINA-075005_0053_FC:3:1:17738:1685#0,18442981,+,1,unique,18442981,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18813:1693#0,18442790,+,1,unique,18442790,+,1,yes
ILLUMINA-075005_0053_FC:3:1:4217:1702#0,18442564,+,2,unique,18442564,+,2,yes
ILLUMINA-075005_0053_FC:3:1:10505:1697#0,10409968,-,0,unique,10409968,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15010:1699#0,4343606,-,0,unique,4343606,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19106:1695#0,13921139,+,0,unique,13921139,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2587:1706#0,13933398,+,1,unique,13933398,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7250:1710#0,7825679,+,1,unique,7825679,+,1,yes
ILLUMINA-075005_0053_FC:3:1:9641:1715#0,6382580,-,0,unique,6382580,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10947:1707#0,9932526,+,1,unique,9932526,+,1,yes
ILLUMINA-075005_0053_FC:3:1:14219:1716#0,2233804,+,0,unique,2233804,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16345:1715#0,21171968,-,0,unique,21171968,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18614:1713#0,19959818,-,1,unique,19959818,-,1,yes
ILLUMINA-075005_0053_FC:3:1:19610:1705#0,27271,+,0,unique,27271,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9745:1724#0,19180578,+,0,unique,19180578,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10703:1727#0,6527911,+,1,unique,6527911,+,1,yes
ILLUMINA-075005_0053_FC:3:1:11155:1724#0,10854497,-,0,unique,10854497,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13027:1727#0,12978339,-,0,unique,12978339,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16740:1719#0,1725164,+,0,unique,1725164,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17323:1727#0,20877592,+,0,unique,20877592,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18367:1727#0,19008325,+,0,unique,19008325,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3018:1732#0,5034904,-,0,unique,5034904,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3726:1735#0,8407970,-,0,unique,8407970,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7429:1739#0,19044677,+,0,unique,19044677,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7794:1738#0,1601010,-,0,unique,1601010,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10293:1731#0,9767575,-,0,unique,9767575,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12236:1730#0,16782798,-,0,unique,16782798,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12842:1734#0,5983123,-,0,unique,5983123,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13567:1738#0,5985378,-,0,unique,5985378,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14398:1731#0,16786085,-,2,unique,16786085,-,2,yes
ILLUMINA-075005_0053_FC:3:1:15458:1731#0,9543219,-,0,unique,9543219,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16405:1740#0,561295,+,1,unique,561295,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18603:1738#0,19959819,-,0,unique,19959819,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3167:1741#0,2856482,-,0,unique,2856482,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3671:1751#0,7734667,+,1,multi,,,,no
ILLUMINA-075005_0053_FC:3:1:3708:1744#0,8407970,-,0,unique,8407970,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6128:1750#0,10410306,-,0,unique,10410306,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9627:1745#0,204521,-,1,unique,204521,-,1,yes
ILLUMINA-075005_0053_FC:3:1:10545:1752#0,9896579,+,0,unique,9896579,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10898:1744#0,13921919,+,0,unique,13921919,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11740:1746#0,5071727,-,0,unique,5071727,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12533:1749#0,1984543,+,0,unique,1984543,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15242:1748#0,1983338,-,0,unique,1983338,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17642:1750#0,5327760,-,0,unique,5327760,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17763:1742#0,9968085,-,1,unique,9968085,-,1,yes
ILLUMINA-075005_0053_FC:3:1:2441:1759#0,1171533,-,1,unique,1171533,-,1,yes
ILLUMINA-075005_0053_FC:3:1:3322:1762#0,6069757,-,0,unique,6069757,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3970:1759#0,561678,+,1,unique,561678,+,1,yes
ILLUMINA-075005_0053_FC:3:1:6556:1763#0,4228474,-,0,unique,4228474,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6938:1758#0,9967718,-,1,unique,9967718,-,1,yes
ILLUMINA-075005_0053_FC:3:1:7031:1757#0,9767993,-,1,unique,9767993,-,1,yes
ILLUMINA-075005_0053_FC:3:1:8915:1762#0,10489984,+,0,unique,10489984,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10016:1756#0,10394656,+,0,unique,10394656,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10467:1754#0,562037,+,1,unique,562037,+,1,yes
ILLUMINA-075005_0053_FC:3:1:10726:1759#0,1104481,+,0,unique,1104481,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10966:1758#0,19959863,-,0,unique,19959863,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13240:1755#0,7744187,+,1,unique,7744187,+,1,yes
ILLUMINA-075005_0053_FC:3:1:14269:1761#0,19038576,-,0,unique,19038576,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16910:1755#0,1613284,+,0,unique,1613284,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16936:1752#0,562504,+,0,unique,562504,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18755:1761#0,8052902,-,0,unique,8052902,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18803:1756#0,3623387,+,0,unique,3623387,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19424:1763#0,9968000,-,0,unique,9968000,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4630:1771#0,12738031,-,1,unique,12738031,-,1,yes
ILLUMINA-075005_0053_FC:3:1:4963:1773#0,13945387,+,0,unique,13945387,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7673:1765#0,10847774,+,0,unique,10847774,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12244:1765#0,22247530,+,0,unique,22247530,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13226:1769#0,1613264,+,0,unique,1613264,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15511:1768#0,18442514,+,0,unique,18442514,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16835:1774#0,155869,-,0,unique,155869,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16977:1771#0,3516798,-,0,unique,3516798,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16997:1766#0,812700,-,1,unique,812700,-,1,yes
ILLUMINA-075005_0053_FC:3:1:18081:1766#0,12709459,+,0,unique,12709459,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2850:1783#0,12045778,+,0,unique,12045778,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2902:1786#0,285480,+,0,unique,285480,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5919:1786#0,4481899,+,0,unique,4481899,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7026:1780#0,13921659,+,1,unique,13921659,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7047:1779#0,9914508,-,0,unique,9914508,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7165:1783#0,13932663,+,0,unique,13932663,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10860:1782#0,13945488,+,0,unique,13945488,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12983:1787#0,9968414,-,0,unique,9968414,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16765:1786#0,5071627,-,1,unique,5071627,-,1,yes
ILLUMINA-075005_0053_FC:3:1:18666:1783#0,21172619,-,1,unique,21172619,-,1,yes
ILLUMINA-075005_0053_FC:3:1:19043:1778#0,10409934,-,0,unique,10409934,-,0,yes
ILLUMINA-075005_0053_FC:3:1:1875:1796#0,16783482,-,0,unique,16783482,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2496:1791#0,13224173,-,0,unique,13224173,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2564:1798#0,13933122,+,3,unique,13933122,+,3,yes
ILLUMINA-075005_0053_FC:3:1:2759:1796#0,9896652,+,0,unique,9896652,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3273:1793#0,420567,-,0,unique,420567,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4271:1796#0,21171749,-,1,unique,21171749,-,1,yes
ILLUMINA-075005_0053_FC:3:1:5513:1798#0,6671817,+,0,unique,6671817,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7287:1796#0,13922712,+,0,unique,13922712,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11035:1797#0,9896750,+,0,unique,9896750,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13674:1791#0,18442566,+,0,unique,18442566,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15416:1789#0,13922084,+,1,unique,13922084,+,1,yes
ILLUMINA-075005_0053_FC:3:1:17689:1795#0,13922249,+,0,unique,13922249,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17953:1798#0,9543478,-,0,unique,9543478,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18343:1798#0,2770603,-,0,unique,2770603,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19778:1796#0,10201737,-,1,unique,10201737,-,1,yes
ILLUMINA-075005_0053_FC:3:1:1312:1810#0,21172619,-,0,unique,21172619,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2097:1802#0,9968360,-,0,unique,9968360,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6762:1809#0,21171180,-,0,unique,21171180,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12706:1806#0,13933109,+,0,unique,13933109,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17865:1807#0,13933140,+,0,unique,13933140,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1858:1820#0,4457840,+,0,unique,4457840,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5973:1819#0,4944292,+,1,unique,4944292,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7202:1822#0,561685,+,0,unique,561685,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8230:1815#0,16787027,-,1,unique,16787027,-,1,yes
ILLUMINA-075005_0053_FC:3:1:10078:1822#0,18442768,+,2,unique,18442768,+,2,yes
ILLUMINA-075005_0053_FC:3:1:11414:1817#0,16785450,-,0,unique,16785450,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15502:1814#0,13370360,+,0,unique,13370360,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16143:1818#0,6070239,+,0,unique,6070239,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2779:1823#0,12045715,+,0,unique,12045715,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3103:1834#0,4797447,+,2,unique,4797447,+,2,yes
ILLUMINA-075005_0053_FC:3:1:4921:1823#0,18089704,-,0,unique,18089704,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5340:1834#0,5327745,-,0,unique,5327745,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7019:1833#0,10848635,+,0,unique,10848635,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7138:1825#0,10975851,+,1,unique,10975851,+,1,yes
ILLUMINA-075005_0053_FC:3:1:8972:1827#0,18449848,+,0,unique,18449848,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9306:1824#0,13945346,+,0,unique,13945346,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10017:1824#0,18442671,+,0,unique,18442671,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10682:1824#0,10490781,+,1,unique,10490781,+,1,yes
ILLUMINA-075005_0053_FC:3:1:14610:1834#0,7744531,+,1,unique,7744531,+,1,yes
ILLUMINA-075005_0053_FC:3:1:15890:1828#0,13922799,+,1,unique,13922799,+,1,yes
ILLUMINA-075005_0053_FC:3:1:19047:1825#0,2768621,+,2,unique,2768621,+,2,yes
ILLUMINA-075005_0053_FC:3:1:2797:1841#0,570426,-,0,unique,570426,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6373:1835#0,9896296,+,1,unique,9896296,+,1,yes
ILLUMINA-075005_0053_FC:3:1:6966:1837#0,21170316,-,0,unique,21170316,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9091:1843#0,16847025,+,0,unique,16847025,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10004:1838#0,9391294,-,1,unique,9391294,-,1,yes
ILLUMINA-075005_0053_FC:3:1:12503:1845#0,16782461,-,0,unique,16782461,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12923:1838#0,5071628,-,3,unique,5071628,-,3,yes
ILLUMINA-075005_0053_FC:3:1:18053:1840#0,13922252,+,0,unique,13922252,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1777:1854#0,19959388,-,1,unique,19959388,-,1,yes
ILLUMINA-075005_0053_FC:3:1:1872:1850#0,16786585,-,0,unique,16786585,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4189:1849#0,16450330,-,1,unique,16450330,-,1,yes
ILLUMINA-075005_0053_FC:3:1:5388:1847#0,4457761,+,1,unique,4457761,+,1,yes
ILLUMINA-075005_0053_FC:3:1:5589:1857#0,9543288,-,0,unique,9543288,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6376:1857#0,9709457,+,0,unique,9709457,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6593:1853#0,16780702,-,0,unique,16780702,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9623:1853#0,9543323,-,0,unique,9543323,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11761:1853#0,113052,-,0,unique,113052,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12172:1855#0,8245030,+,0,unique,8245030,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15275:1849#0,1726227,+,0,unique,1726227,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15438:1848#0,7744514,+,0,unique,7744514,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18326:1847#0,19959818,-,0,unique,19959818,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2574:1867#0,10847996,+,0,unique,10847996,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9142:1861#0,13922799,+,2,unique,13922799,+,2,yes
ILLUMINA-075005_0053_FC:3:1:9594:1862#0,5339665,+,1,unique,5339665,+,1,yes
ILLUMINA-075005_0053_FC:3:1:10707:1866#0,6060971,+,2,unique,6060971,+,2,yes
ILLUMINA-075005_0053_FC:3:1:11385:1867#0,4944513,+,0,unique,4944513,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11943:1866#0,8107094,-,0,unique,8107094,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12022:1862#0,8363741,+,0,unique,8363741,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12949:1859#0,2747476,+,0,unique,2747476,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13326:1867#0,7428430,-,0,unique,7428430,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13485:1861#0,21172075,-,0,unique,21172075,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17426:1863#0,13933475,+,0,unique,13933475,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18794:1870#0,8368395,-,0,unique,8368395,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19305:1858#0,13901404,+,0,unique,13901404,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4602:1870#0,10201737,-,0,unique,10201737,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5280:1879#0,8310050,+,1,unique,8310050,+,1,yes
ILLUMINA-075005_0053_FC:3:1:5752:1874#0,356462,+,0,unique,356462,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7123:1878#0,4228353,-,0,unique,4228353,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7798:1870#0,2579296,+,0,unique,2579296,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10140:1875#0,4457420,+,1,unique,4457420,+,1,yes
ILLUMINA-075005_0053_FC:3:1:17533:1871#0,2579276,+,0,unique,2579276,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18038:1876#0,26390,+,0,unique,26390,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19046:1871#0,21170346,-,0,unique,21170346,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3866:1883#0,10976039,+,4,unmapped,,,,no
ILLUMINA-075005_0053_FC:3:1:4251:1887#0,16774591,-,0,unique,16774591,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4503:1890#0,10202085,-,0,unique,10202085,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4812:1887#0,4228360,-,0,unique,4228360,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5124:1884#0,16787083,-,0,unique,16787083,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7447:1890#0,10847805,+,0,unique,10847805,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8214:1885#0,16785020,-,0,unique,16785020,-,0,yes
ILLUMINA-075005_0053_FC:3:1:8429:1886#0,10743492,+,0,unique,10743492,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8888:1888#0,18858113,+,0,unique,18858113,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9157:1884#0,10771051,-,0,unique,10771051,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10516:1888#0,13945748,+,0,unique,13945748,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11324:1883#0,5071643,-,1,unique,5071643,-,1,yes
ILLUMINA-075005_0053_FC:3:1:11402:1888#0,16785591,-,2,unique,16785591,-,2,yes
ILLUMINA-075005_0053_FC:3:1:16309:1887#0,3145111,+,0,unique,3145111,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17532:1891#0,6967206,+,0,unique,6967206,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17717:1888#0,19049925,+,0,unique,19049925,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2042:1895#0,19959517,-,0,unique,19959517,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2478:1896#0,13933421,+,1,unique,13933421,+,1,yes
ILLUMINA-075005_0053_FC:3:1:3252:1902#0,13933706,+,0,unique,13933706,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3555:1898#0,15765049,-,1,unique,15765049,-,1,yes
ILLUMINA-075005_0053_FC:3:1:3874:1903#0,5078467,+,1,unique,5078467,+,1,yes
ILLUMINA-075005_0053_FC:3:1:5112:1902#0,8369871,-,0,unique,8369871,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7163:1902#0,4101008,-,0,unique,4101008,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7313:1900#0,9460991,-,0,unique,9460991,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11386:1903#0,3378395,-,1,unique,3378395,-,1,yes
ILLUMINA-075005_0053_FC:3:1:11702:1901#0,16786518,-,0,unique,16786518,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11970:1902#0,14320037,-,2,unique,14320037,-,2,yes
ILLUMINA-075005_0053_FC:3:1:13434:1894#0,4850118,+,0,unique,4850118,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14978:1901#0,9896695,+,0,unique,9896695,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15912:1897#0,12691649,+,1,unique,12691649,+,1,yes
ILLUMINA-075005_0053_FC:3:1:17181:1897#0,10847453,+,0,unique,10847453,+,0,yes
