read_id,star_rname,star_pos,my_status,my_rname,my_pos,match
ILLUMINA-075005_0053_FC:3:1:2958:1176#0,3L,18827367,unique,3L,18827367,yes
ILLUMINA-075005_0053_FC:3:1:3339:1172#0,3L,3195474,unique,3L,3195474,yes
ILLUMINA-075005_0053_FC:3:1:3616:1165#0,2L,12299201,unique,2L,12299201,yes
ILLUMINA-075005_0053_FC:3:1:3947:1169#0,2L,13933323,unique,2L,13933323,yes
ILLUMINA-075005_0053_FC:3:1:4267:1167#0,3L,11823816,unique,3L,11823816,yes
ILLUMINA-075005_0053_FC:3:1:4578:1169#0,3R,30173659,unique,3R,30173659,yes
ILLUMINA-075005_0053_FC:3:1:4676:1169#0,2R,16794489,unique,2R,16794489,yes
ILLUMINA-075005_0053_FC:3:1:4784:1169#0,2R,9990839,unique,2R,9990839,yes
ILLUMINA-075005_0053_FC:3:1:4896:1175#0,X,6741740,unique,X,6741740,yes
ILLUMINA-075005_0053_FC:3:1:5764:1173#0,2R,16782966,unique,2R,16782966,yes
ILLUMINA-075005_0053_FC:3:1:5850:1171#0,X,13336056,multi,,,no
ILLUMINA-075005_0053_FC:3:1:6376:1169#0,2R,23930223,unique,2R,23930223,yes
ILLUMINA-075005_0053_FC:3:1:6427:1172#0,3L,8327637,unique,3L,8327637,yes
ILLUMINA-075005_0053_FC:3:1:6695:1173#0,3R,16470885,unique,3R,16470885,yes
ILLUMINA-075005_0053_FC:3:1:7003:1166#0,2R,23548804,unique,2R,23548804,yes
ILLUMINA-075005_0053_FC:3:1:7556:1172#0,3R,9575923,unique,3R,9575923,yes
ILLUMINA-075005_0053_FC:3:1:8064:1171#0,X,6531057,unique,X,6531057,yes
ILLUMINA-075005_0053_FC:3:1:8316:1176#0,2L,18442510,unique,2L,18442510,yes
ILLUMINA-075005_0053_FC:3:1:8501:1167#0,3L,3818176,unique,3L,3818176,yes
ILLUMINA-075005_0053_FC:3:1:9076:1165#0,X,16286818,unique,X,16286818,yes
ILLUMINA-075005_0053_FC:3:1:9561:1175#0,3R,7087862,unique,3R,7087862,yes
ILLUMINA-075005_0053_FC:3:1:9842:1169#0,2L,18442959,unique,2L,18442959,yes
ILLUMINA-075005_0053_FC:3:1:9915:1166#0,3L,262245,unique,3L,262245,yes
ILLUMINA-075005_0053_FC:3:1:10133:1172#0,2R,7538366,unique,2R,7538366,yes
ILLUMINA-075005_0053_FC:3:1:10212:1170#0,2R,24058561,unique,2R,24058561,yes
ILLUMINA-075005_0053_FC:3:1:10473:1176#0,3R,27050109,unique,3R,27050109,yes
ILLUMINA-075005_0053_FC:3:1:10741:1167#0,3L,16278552,unique,3L,16278552,yes
ILLUMINA-075005_0053_FC:3:1:12663:1175#0,2L,14409140,unique,2L,14409140,yes
ILLUMINA-075005_0053_FC:3:1:12923:1171#0,3R,15440961,multi,,,no
ILLUMINA-075005_0053_FC:3:1:13237:1175#0,2L,3466857,unique,2L,3466857,yes
ILLUMINA-075005_0053_FC:3:1:13311:1171#0,2R,15545291,unique,2R,15545291,yes
ILLUMINA-075005_0053_FC:3:1:13462:1175#0,3R,17669191,unique,3R,17669191,yes
ILLUMINA-075005_0053_FC:3:1:13634:1174#0,2R,15857928,unique,2R,15857928,yes
ILLUMINA-075005_0053_FC:3:1:14113:1166#0,X,20135073,unique,X,20135073,yes
ILLUMINA-075005_0053_FC:3:1:14388:1168#0,2R,7312203,unique,2R,7312203,yes
ILLUMINA-075005_0053_FC:3:1:14484:1168#0,2R,17666552,unique,2R,17666552,yes
ILLUMINA-075005_0053_FC:3:1:14643:1166#0,3L,8326238,unique,3L,8326238,yes
ILLUMINA-075005_0053_FC:3:1:14729:1170#0,3R,27657875,unique,3R,27657875,yes
ILLUMINA-075005_0053_FC:3:1:14914:1165#0,2L,7826798,unique,2L,7826798,yes
ILLUMINA-075005_0053_FC:3:1:15275:1171#0,3R,5649984,unique,3R,5649984,yes
ILLUMINA-075005_0053_FC:3:1:16068:1167#0,2R,15859102,unique,2R,15859102,yes
ILLUMINA-075005_0053_FC:3:1:16110:1168#0,2L,4797230,unique,2L,4797230,yes
ILLUMINA-075005_0053_FC:3:1:16410:1170#0,2R,24968941,unique,2R,24968941,yes
ILLUMINA-075005_0053_FC:3:1:16957:1172#0,2L,21172705,unique,2L,21172705,yes
ILLUMINA-075005_0053_FC:3:1:17336:1168#0,3L,19813846,unique,3L,19813846,yes
ILLUMINA-075005_0053_FC:3:1:17480:1168#0,3L,22077404,unique,3L,22077404,yes
ILLUMINA-075005_0053_FC:3:1:17701:1171#0,3L,9049531,unique,3L,9049531,yes
ILLUMINA-075005_0053_FC:3:1:17731:1171#0,2R,20233949,unique,2R,20233949,yes
ILLUMINA-075005_0053_FC:3:1:18141:1174#0,3L,16585277,unique,3L,16585277,yes
ILLUMINA-075005_0053_FC:3:1:18219:1169#0,2L,9896583,unique,2L,9896583,yes
ILLUMINA-075005_0053_FC:3:1:18670:1169#0,2R,19442655,unique,2R,19442655,yes
ILLUMINA-075005_0053_FC:3:1:18747:1172#0,3L,1331342,unique,3L,1331342,yes
ILLUMINA-075005_0053_FC:3:1:1251:1184#0,X,20426744,unique,X,20426744,yes
ILLUMINA-075005_0053_FC:3:1:1992:1187#0,2R,11894600,unique,2R,11894600,yes
ILLUMINA-075005_0053_FC:3:1:2320:1178#0,2L,3516866,unique,2L,3516866,yes
ILLUMINA-075005_0053_FC:3:1:2540:1184#0,2R,17408662,unique,2R,17408662,yes
ILLUMINA-075005_0053_FC:3:1:2630:1184#0,2L,19053244,unique,2L,19053244,yes
ILLUMINA-075005_0053_FC:3:1:2887:1179#0,3L,22077412,unique,3L,22077412,yes
ILLUMINA-075005_0053_FC:3:1:3113:1182#0,4,1032998,unique,4,1032998,yes
ILLUMINA-075005_0053_FC:3:1:3671:1181#0,2L,9896814,unique,2L,9896814,yes
ILLUMINA-075005_0053_FC:3:1:4239:1184#0,2R,24968676,unique,2R,24968676,yes
ILLUMINA-075005_0053_FC:3:1:4280:1184#0,2L,10201296,unique,2L,10201296,yes
ILLUMINA-075005_0053_FC:3:1:4730:1182#0,3L,7720510,unique,3L,7720510,yes
ILLUMINA-075005_0053_FC:3:1:4772:1185#0,2R,16868626,unique,2R,16868626,yes
ILLUMINA-075005_0053_FC:3:1:4875:1177#0,3R,20821212,unique,3R,20821212,yes
ILLUMINA-075005_0053_FC:3:1:4956:1179#0,X,2224423,unique,X,2224423,yes
ILLUMINA-075005_0053_FC:3:1:5118:1181#0,2L,21678830,unique,2L,21678830,yes
ILLUMINA-075005_0053_FC:3:1:5171:1181#0,2L,16788641,unique,2L,16788641,yes
ILLUMINA-075005_0053_FC:3:1:5212:1181#0,3L,9374841,unique,3L,9374841,yes
ILLUMINA-075005_0053_FC:3:1:5619:1184#0,3R,27923603,unique,3R,27923603,yes
ILLUMINA-075005_0053_FC:3:1:5739:1177#0,2R,18997457,unique,2R,18997457,yes
ILLUMINA-075005_0053_FC:3:1:5827:1187#0,2R,21276279,unique,2R,21276279,yes
ILLUMINA-075005_0053_FC:3:1:6839:1187#0,3R,11224500,unique,3R,11224500,yes
ILLUMINA-075005_0053_FC:3:1:7310:1184#0,3R,30015009,unique,3R,30015009,yes
ILLUMINA-075005_0053_FC:3:1:7376:1186#0,3R,15440932,unique,3R,15440932,yes
ILLUMINA-075005_0053_FC:3:1:7426:1186#0,2L,16786043,unique,2L,16786043,yes
ILLUMINA-075005_0053_FC:3:1:7827:1188#0,3R,31216372,unique,3R,31216372,yes
ILLUMINA-075005_0053_FC:3:1:7881:1179#0,2R,24076842,unique,2R,24076842,yes
ILLUMINA-075005_0053_FC:3:1:7967:1187#0,2R,22607796,unique,2R,22607796,yes
ILLUMINA-075005_0053_FC:3:1:8048:1179#0,X,16452282,unique,X,16452282,yes
ILLUMINA-075005_0053_FC:3:1:8408:1186#0,3R,9778636,unique,3R,9778636,yes
ILLUMINA-075005_0053_FC:3:1:8535:1180#0,X,6741843,unique,X,6741843,yes
ILLUMINA-075005_0053_FC:3:1:9051:1188#0,2R,24968755,unique,2R,24968755,yes
ILLUMINA-075005_0053_FC:3:1:9276:1177#0,3L,20396693,unique,3L,20396693,yes
ILLUMINA-075005_0053_FC:3:1:9410:1180#0,2R,9587574,unique,2R,9587574,yes
ILLUMINA-075005_0053_FC:3:1:9878:1178#0,3R,29221120,unique,3R,29221120,yes
ILLUMINA-075005_0053_FC:3:1:10159:1179#0,3R,11753713,unique,3R,11753713,yes
ILLUMINA-075005_0053_FC:3:1:10272:1186#0,2L,16786229,unique,2L,16786229,yes
ILLUMINA-075005_0053_FC:3:1:10386:1180#0,3L,19893310,unique,3L,19893310,yes
ILLUMINA-075005_0053_FC:3:1:10643:1183#0,2L,6343858,unique,2L,6343858,yes
ILLUMINA-075005_0053_FC:3:1:10837:1178#0,X,6083550,unique,X,6083550,yes
ILLUMINA-075005_0053_FC:3:1:11041:1179#0,3L,2126261,unique,3L,2126261,yes
ILLUMINA-075005_0053_FC:3:1:11163:1185#0,X,11091417,unique,X,11091417,yes
ILLUMINA-075005_0053_FC:3:1:11304:1178#0,X,9554767,unique,X,9554767,yes
ILLUMINA-075005_0053_FC:3:1:11430:1183#0,2R,7792429,unique,2R,7792429,yes
ILLUMINA-075005_0053_FC:3:1:11928:1183#0,3L,8643247,unique,3L,8643247,yes
ILLUMINA-075005_0053_FC:3:1:12319:1188#0,3L,2588808,unique,3L,2588808,yes
ILLUMINA-075005_0053_FC:3:1:12477:1181#0,3L,2046317,unique,3L,2046317,yes
ILLUMINA-075005_0053_FC:3:1:13040:1188#0,3R,25018816,unique,3R,25018816,yes
ILLUMINA-075005_0053_FC:3:1:13335:1184#0,X,1295658,unique,X,1295658,yes
ILLUMINA-075005_0053_FC:3:1:13387:1183#0,X,11712768,unique,X,11712768,yes
ILLUMINA-075005_0053_FC:3:1:13614:1184#0,2L,420538,unique,2L,420538,yes
ILLUMINA-075005_0053_FC:3:1:13718:1180#0,2R,7741400,unique,2R,7741400,yes
ILLUMINA-075005_0053_FC:3:1:13948:1187#0,X,1478915,unique,X,1478915,yes
ILLUMINA-075005_0053_FC:3:1:15032:1187#0,3R,18876782,unique,3R,18876782,yes
ILLUMINA-075005_0053_FC:3:1:15445:1177#0,3R,10006866,unique,3R,10006866,yes
ILLUMINA-075005_0053_FC:3:1:15488:1178#0,3L,16308039,unique,3L,16308039,yes
ILLUMINA-075005_0053_FC:3:1:15819:1187#0,3R,30014887,unique,3R,30014887,yes
ILLUMINA-075005_0053_FC:3:1:16271:1187#0,3R,29748526,unique,3R,29748526,yes
ILLUMINA-075005_0053_FC:3:1:16341:1182#0,2L,5071705,unique,2L,5071705,yes
ILLUMINA-075005_0053_FC:3:1:16463:1177#0,2L,16774631,unique,2L,16774631,yes
ILLUMINA-075005_0053_FC:3:1:16769:1179#0,3R,27049486,unique,3R,27049486,yes
ILLUMINA-075005_0053_FC:3:1:16804:1179#0,X,9554809,unique,X,9554809,yes
ILLUMINA-075005_0053_FC:3:1:16974:1177#0,2R,19447899,unique,2R,19447899,yes
ILLUMINA-075005_0053_FC:3:1:17068:1177#0,2R,8238056,unique,2R,8238056,yes
ILLUMINA-075005_0053_FC:3:1:17988:1184#0,2L,10316654,unique,2L,10316654,yes
ILLUMINA-075005_0053_FC:3:1:18024:1177#0,2R,13966811,unique,2R,13966811,yes
ILLUMINA-075005_0053_FC:3:1:18107:1183#0,3L,8328167,unique,3L,8328167,yes
ILLUMINA-075005_0053_FC:3:1:18195:1186#0,2R,24903420,unique,2R,24903420,yes
ILLUMINA-075005_0053_FC:3:1:18542:1185#0,X,17280379,unique,X,17280379,yes
ILLUMINA-075005_0053_FC:3:1:18849:1179#0,2L,10318258,unique,2L,10318258,yes
ILLUMINA-075005_0053_FC:3:1:19545:1185#0,X,13593705,unique,X,13593705,yes
ILLUMINA-075005_0053_FC:3:1:1671:1190#0,2L,2216550,unique,2L,2216550,yes
ILLUMINA-075005_0053_FC:3:1:1821:1199#0,3L,25806627,unique,3L,25806627,yes
ILLUMINA-075005_0053_FC:3:1:2285:1200#0,3L,8640944,unique,3L,8640944,yes
ILLUMINA-075005_0053_FC:3:1:2351:1192#0,3L,18827719,unique,3L,18827719,yes
ILLUMINA-075005_0053_FC:3:1:3553:1189#0,3R,11954803,multi,,,no
ILLUMINA-075005_0053_FC:3:1:3724:1192#0,2L,22535874,unique,2L,22535874,yes
ILLUMINA-075005_0053_FC:3:1:4502:1191#0,2L,13921968,unique,2L,13921968,yes
ILLUMINA-075005_0053_FC:3:1:5283:1195#0,3L,16278938,unique,3L,16278938,yes
ILLUMINA-075005_0053_FC:3:1:5382:1195#0,3R,23359648,unique,3R,23359648,yes
ILLUMINA-075005_0053_FC:3:1:5648:1198#0,3R,24632205,unique,3R,24632205,yes
ILLUMINA-075005_0053_FC:3:1:6245:1195#0,X,14582174,unique,X,14582174,yes
ILLUMINA-075005_0053_FC:3:1:6609:1192#0,2R,13967743,unique,2R,13967743,yes
ILLUMINA-075005_0053_FC:3:1:7031:1193#0,2L,4469275,unique,2L,4469275,yes
ILLUMINA-075005_0053_FC:3:1:7598:1189#0,2R,20945394,unique,2R,20945394,yes
ILLUMINA-075005_0053_FC:3:1:7735:1191#0,X,8249185,unique,X,8249185,yes
ILLUMINA-075005_0053_FC:3:1:7989:1198#0,X,12758451,unique,X,12758451,yes
ILLUMINA-075005_0053_FC:3:1:8097:1197#0,X,16638413,unique,X,16638413,yes
ILLUMINA-075005_0053_FC:3:1:8161:1191#0,2R,14989007,unique,2R,14989007,yes
ILLUMINA-075005_0053_FC:3:1:8366:1190#0,2R,9587775,unique,2R,9587775,yes
ILLUMINA-075005_0053_FC:3:1:8766:1200#0,2R,15858202,unique,2R,15858202,yes
ILLUMINA-075005_0053_FC:3:1:9080:1193#0,3R,27924217,unique,3R,27924217,yes
ILLUMINA-075005_0053_FC:3:1:9396:1193#0,X,13331307,unique,X,13331307,yes
ILLUMINA-075005_0053_FC:3:1:9842:1190#0,3L,20423725,unique,3L,20423725,yes
ILLUMINA-075005_0053_FC:3:1:10335:1198#0,X,5673344,unique,X,5673344,yes
ILLUMINA-075005_0053_FC:3:1:10557:1194#0,2L,10410338,unique,2L,10410338,yes
ILLUMINA-075005_0053_FC:3:1:10904:1200#0,3L,19690744,unique,3L,19690744,yes
ILLUMINA-075005_0053_FC:3:1:11360:1197#0,2L,16786561,unique,2L,16786561,yes
ILLUMINA-075005_0053_FC:3:1:11887:1195#0,2L,13922215,unique,2L,13922215,yes
ILLUMINA-075005_0053_FC:3:1:12017:1193#0,2R,24991846,unique,2R,24991846,yes
ILLUMINA-075005_0053_FC:3:1:12660:1193#0,3R,29863480,unique,3R,29863480,yes
ILLUMINA-075005_0053_FC:3:1:13499:1197#0,2R,23548843,unique,2R,23548843,yes
ILLUMINA-075005_0053_FC:3:1:13565:1196#0,3L,9730550,unique,3L,9730550,yes
ILLUMINA-075005_0053_FC:3:1:13639:1195#0,3R,11956119,multi,,,no
ILLUMINA-075005_0053_FC:3:1:14082:1200#0,3L,3195422,unique,3L,3195422,yes
ILLUMINA-075005_0053_FC:3:1:14170:1194#0,3R,5625513,unique,3R,5625513,yes
ILLUMINA-075005_0053_FC:3:1:14263:1197#0,3L,8601695,unique,3L,8601695,yes
ILLUMINA-075005_0053_FC:3:1:14613:1190#0,3L,8327343,unique,3L,8327343,yes
ILLUMINA-075005_0053_FC:3:1:15120:1193#0,2L,9696537,unique,2L,9696537,yes
ILLUMINA-075005_0053_FC:3:1:15504:1190#0,3R,20780195,unique,3R,20780195,yes
ILLUMINA-075005_0053_FC:3:1:15716:1190#0,2R,23998558,unique,2R,23998558,yes
ILLUMINA-075005_0053_FC:3:1:15847:1195#0,3L,6205797,unique,3L,6205797,yes
ILLUMINA-075005_0053_FC:3:1:15951:1190#0,3R,23759629,unique,3R,23759629,yes
ILLUMINA-075005_0053_FC:3:1:16177:1195#0,2L,1725587,unique,2L,1725587,yes
ILLUMINA-075005_0053_FC:3:1:16325:1196#0,3R,14892215,unique,3R,14892215,yes
ILLUMINA-075005_0053_FC:3:1:16792:1191#0,2L,13366984,unique,2L,13366984,yes
ILLUMINA-075005_0053_FC:3:1:17125:1197#0,3R,31742873,unique,3R,31742873,yes
ILLUMINA-075005_0053_FC:3:1:17481:1198#0,X,21603049,unique,X,21603049,yes
ILLUMINA-075005_0053_FC:3:1:17583:1192#0,2R,22638466,unique,2R,22638466,yes
ILLUMINA-075005_0053_FC:3:1:18352:1192#0,2L,19554805,unique,2L,19554805,yes
ILLUMINA-075005_0053_FC:3:1:18932:1192#0,3R,27678691,unique,3R,27678691,yes
ILLUMINA-075005_0053_FC:3:1:19161:1189#0,2L,9896337,unique,2L,9896337,yes
ILLUMINA-075005_0053_FC:3:1:19233:1192#0,3R,27050163,unique,3R,27050163,yes
ILLUMINA-075005_0053_FC:3:1:19652:1189#0,3R,15441865,unique,3R,15441865,yes
ILLUMINA-075005_0053_FC:3:1:19767:1191#0,2L,16786710,unique,2L,16786710,yes
ILLUMINA-075005_0053_FC:3:1:1269:1209#0,2R,7739356,unique,2R,7739356,yes
ILLUMINA-075005_0053_FC:3:1:1310:1204#0,X,804243,unique,X,804243,yes
ILLUMINA-075005_0053_FC:3:1:1439:1203#0,X,1332241,unique,X,1332241,yes
ILLUMINA-075005_0053_FC:3:1:1741:1201#0,2R,13441150,unique,2R,13441150,yes
ILLUMINA-075005_0053_FC:3:1:2639:1205#0,4,1033034,unique,4,1033034,yes
ILLUMINA-075005_0053_FC:3:1:2782:1211#0,3L,16307964,unique,3L,16307964,yes
ILLUMINA-075005_0053_FC:3:1:3637:1208#0,3L,5360926,unique,3L,5360926,yes
ILLUMINA-075005_0053_FC:3:1:3657:1205#0,2R,22800307,unique,2R,22800307,yes
ILLUMINA-075005_0053_FC:3:1:3971:1207#0,2R,17409143,unique,2R,17409143,yes
ILLUMINA-075005_0053_FC:3:1:4445:1201#0,3R,4707258,unique,3R,4707258,yes
ILLUMINA-075005_0053_FC:3:1:5996:1210#0,3L,2588126,unique,3L,2588126,yes
ILLUMINA-075005_0053_FC:3:1:6077:1202#0,3L,8602648,unique,3L,8602648,yes
ILLUMINA-075005_0053_FC:3:1:6148:1211#0,3R,30206556,unique,3R,30206556,yes
ILLUMINA-075005_0053_FC:3:1:6344:1210#0,3L,9832406,unique,3L,9832406,yes
ILLUMINA-075005_0053_FC:3:1:7622:1206#0,2L,4344352,unique,2L,4344352,yes
ILLUMINA-075005_0053_FC:3:1:8305:1205#0,3R,15441035,multi,,,no
ILLUMINA-075005_0053_FC:3:1:8681:1211#0,X,8248842,unique,X,8248842,yes
ILLUMINA-075005_0053_FC:3:1:8836:1202#0,X,15064487,unique,X,15064487,yes
ILLUMINA-075005_0053_FC:3:1:8884:1201#0,2R,13507846,unique,2R,13507846,yes
ILLUMINA-075005_0053_FC:3:1:9145:1209#0,3L,8601695,unique,3L,8601695,yes
ILLUMINA-075005_0053_FC:3:1:9245:1210#0,2R,22800347,unique,2R,22800347,yes
ILLUMINA-075005_0053_FC:3:1:9628:1205#0,2R,23548726,unique,2R,23548726,yes
ILLUMINA-075005_0053_FC:3:1:9810:1207#0,2R,8594551,unique,2R,8594551,yes
ILLUMINA-075005_0053_FC:3:1:10001:1204#0,3R,19381694,unique,3R,19381694,yes
ILLUMINA-075005_0053_FC:3:1:10043:1205#0,3L,230822,unique,3L,230822,yes
ILLUMINA-075005_0053_FC:3:1:10233:1205#0,X,16387913,unique,X,16387913,yes
ILLUMINA-075005_0053_FC:3:1:10352:1207#0,X,7899707,unique,X,7899707,yes
ILLUMINA-075005_0053_FC:3:1:10825:1203#0,3R,5465908,unique,3R,5465908,yes
ILLUMINA-075005_0053_FC:3:1:10888:1207#0,X,10213309,unique,X,10213309,yes
ILLUMINA-075005_0053_FC:3:1:11033:1210#0,2L,13921204,unique,2L,13921204,yes
ILLUMINA-075005_0053_FC:3:1:11401:1208#0,3R,27083543,unique,3R,27083543,yes
ILLUMINA-075005_0053_FC:3:1:11790:1203#0,X,19519996,unique,X,19519996,yes
ILLUMINA-075005_0053_FC:3:1:11907:1212#0,2R,17094778,unique,2R,17094778,yes
ILLUMINA-075005_0053_FC:3:1:11930:1205#0,3L,8643247,unique,3L,8643247,yes
ILLUMINA-075005_0053_FC:3:1:12864:1207#0,3R,15266120,unique,3R,15266120,yes
ILLUMINA-075005_0053_FC:3:1:13206:1207#0,2L,13933097,unique,2L,13933097,yes
ILLUMINA-075005_0053_FC:3:1:13735:1208#0,X,15139020,unique,X,15139020,yes
ILLUMINA-075005_0053_FC:3:1:14930:1211#0,2R,11146655,unique,2R,11146655,yes
ILLUMINA-075005_0053_FC:3:1:15012:1203#0,3R,15266075,unique,3R,15266075,yes
ILLUMINA-075005_0053_FC:3:1:15137:1211#0,3R,27924359,unique,3R,27924359,yes
ILLUMINA-075005_0053_FC:3:1:15256:1210#0,3L,1668099,unique,3L,1668099,yes
ILLUMINA-075005_0053_FC:3:1:15681:1210#0,2L,1726100,unique,2L,1726100,yes
ILLUMINA-075005_0053_FC:3:1:15726:1207#0,X,19519976,unique,X,19519976,yes
ILLUMINA-075005_0053_FC:3:1:15969:1206#0,2L,10975932,unique,2L,10975932,yes
ILLUMINA-075005_0053_FC:3:1:16189:1208#0,X,7899742,unique,X,7899742,yes
ILLUMINA-075005_0053_FC:3:1:16346:1211#0,2L,3481535,unique,2L,3481535,yes
ILLUMINA-075005_0053_FC:3:1:16917:1209#0,X,15869227,unique,X,15869227,yes
ILLUMINA-075005_0053_FC:3:1:16959:1209#0,2R,8952030,unique,2R,8952030,yes
ILLUMINA-075005_0053_FC:3:1:17452:1201#0,2R,24311501,unique,2R,24311501,yes
ILLUMINA-075005_0053_FC:3:1:17523:1205#0,3L,4212683,unique,3L,4212683,yes
ILLUMINA-075005_0053_FC:3:1:17792:1202#0,2R,17572406,unique,2R,17572406,yes
ILLUMINA-075005_0053_FC:3:1:18164:1211#0,X,764759,unique,X,764759,yes
ILLUMINA-075005_0053_FC:3:1:18571:1203#0,3L,9048976,unique,3L,9048976,yes
ILLUMINA-075005_0053_FC:3:1:18769:1205#0,2L,22247547,unique,2L,22247547,yes
ILLUMINA-075005_0053_FC:3:1:18801:1208#0,X,1482302,unmapped,,,no
ILLUMINA-075005_0053_FC:3:1:19188:1202#0,2R,17409318,unique,2R,17409318,yes
ILLUMINA-075005_0053_FC:3:1:1507:1215#0,3R,27658826,unique,3R,27658826,yes
ILLUMINA-075005_0053_FC:3:1:1762:1218#0,X,1369932,unique,X,1369932,yes
ILLUMINA-075005_0053_FC:3:1:2219:1219#0,X,764546,unique,X,764546,yes
ILLUMINA-075005_0053_FC:3:1:2353:1214#0,2R,21187593,unique,2R,21187593,yes
ILLUMINA-075005_0053_FC:3:1:2383:1218#0,2R,23072931,unique,2R,23072931,yes
ILLUMINA-075005_0053_FC:3:1:2455:1223#0,3L,22867693,unique,3L,22867693,yes
ILLUMINA-075005_0053_FC:3:1:3475:1213#0,2R,16014328,unique,2R,16014328,yes
ILLUMINA-075005_0053_FC:3:1:3512:1214#0,3R,11215843,unique,3R,11215843,yes
ILLUMINA-075005_0053_FC:3:1:4206:1214#0,2R,24968810,unique,2R,24968810,yes
ILLUMINA-075005_0053_FC:3:1:4284:1219#0,2R,17546607,unique,2R,17546607,yes
ILLUMINA-075005_0053_FC:3:1:5050:1223#0,3R,29748587,unique,3R,29748587,yes
ILLUMINA-075005_0053_FC:3:1:5534:1214#0,2R,11618329,unique,2R,11618329,yes
ILLUMINA-075005_0053_FC:3:1:5596:1223#0,2L,16788659,unique,2L,16788659,yes
ILLUMINA-075005_0053_FC:3:1:7772:1212#0,3L,3196499,unique,3L,3196499,yes
ILLUMINA-075005_0053_FC:3:1:8447:1217#0,3R,27049650,unique,3R,27049650,yes
ILLUMINA-075005_0053_FC:3:1:8699:1216#0,2R,22645153,unique,2R,22645153,yes
ILLUMINA-075005_0053_FC:3:1:8754:1221#0,2R,17045696,unique,2R,17045696,yes
ILLUMINA-075005_0053_FC:3:1:9414:1214#0,3L,11122785,unique,3L,11122785,yes
ILLUMINA-075005_0053_FC:3:1:9703:1213#0,3R,11956154,multi,,,no
ILLUMINA-075005_0053_FC:3:1:10605:1221#0,2R,22801996,unique,2R,22801996,yes
ILLUMINA-075005_0053_FC:3:1:10685:1217#0,2R,22800314,unique,2R,22800314,yes
ILLUMINA-075005_0053_FC:3:1:10934:1213#0,X,3861237,unique,X,3861237,yes
ILLUMINA-075005_0053_FC:3:1:11709:1223#0,2R,17408898,unique,2R,17408898,yes
ILLUMINA-075005_0053_FC:3:1:12004:1212#0,3L,8733718,unique,3L,8733718,yes
ILLUMINA-075005_0053_FC:3:1:12417:1217#0,X,5673437,unique,X,5673437,yes
ILLUMINA-075005_0053_FC:3:1:12746:1213#0,2L,5051306,unique,2L,5051306,yes
ILLUMINA-075005_0053_FC:3:1:12803:1214#0,2R,16868495,unique,2R,16868495,yes
ILLUMINA-075005_0053_FC:3:1:12845:1213#0,2L,9573577,unique,2L,9573577,yes
ILLUMINA-075005_0053_FC:3:1:13246:1215#0,3R,26257837,unique,3R,26257837,yes
ILLUMINA-075005_0053_FC:3:1:13643:1213#0,X,15579375,unique,X,15579375,yes
ILLUMINA-075005_0053_FC:3:1:13842:1219#0,2R,14253564,unique,2R,14253564,yes
ILLUMINA-075005_0053_FC:3:1:13872:1217#0,3R,17545554,unique,3R,17545554,yes
ILLUMINA-075005_0053_FC:3:1:14154:1223#0,2L,13921023,unique,2L,13921023,yes
ILLUMINA-075005_0053_FC:3:1:14195:1220#0,2R,7792647,unique,2R,7792647,yes
ILLUMINA-075005_0053_FC:3:1:14275:1213#0,2L,16781105,unique,2L,16781105,yes
ILLUMINA-075005_0053_FC:3:1:14360:1219#0,2R,23905365,unique,2R,23905365,yes
ILLUMINA-075005_0053_FC:3:1:15805:1217#0,2L,4994875,unique,2L,4994875,yes
ILLUMINA-075005_0053_FC:3:1:15989:1216#0,3R,20851047,unique,3R,20851047,yes
ILLUMINA-075005_0053_FC:3:1:16204:1220#0,3L,8416883,unique,3L,8416883,yes
ILLUMINA-075005_0053_FC:3:1:16737:1217#0,3L,11823924,unique,3L,11823924,yes
ILLUMINA-075005_0053_FC:3:1:16868:1213#0,3R,27967121,unique,3R,27967121,yes
ILLUMINA-075005_0053_FC:3:1:17200:1222#0,2R,21688195,unique,2R,21688195,yes
ILLUMINA-075005_0053_FC:3:1:17258:1214#0,dmel_mitochondrion_genome,11083,unique,dmel_mitochondrion_genome,11083,yes
ILLUMINA-075005_0053_FC:3:1:17777:1212#0,X,15986552,unique,X,15986552,yes
ILLUMINA-075005_0053_FC:3:1:17959:1217#0,3L,13024373,unique,3L,13024373,yes
ILLUMINA-075005_0053_FC:3:1:18105:1222#0,3R,16186089,unique,3R,16186089,yes
ILLUMINA-075005_0053_FC:3:1:18223:1220#0,3R,20011581,unique,3R,20011581,yes
ILLUMINA-075005_0053_FC:3:1:18312:1222#0,3R,31216329,unique,3R,31216329,yes
ILLUMINA-075005_0053_FC:3:1:19166:1223#0,3L,8326910,unique,3L,8326910,yes
ILLUMINA-075005_0053_FC:3:1:1076:1229#0,2L,7206418,unique,2L,7206418,yes
ILLUMINA-075005_0053_FC:3:1:1495:1234#0,3L,8643301,unique,3L,8643301,yes
ILLUMINA-075005_0053_FC:3:1:1951:1229#0,3R,30206600,unique,3R,30206600,yes
ILLUMINA-075005_0053_FC:3:1:2298:1229#0,2R,22171803,unique,2R,22171803,yes
ILLUMINA-075005_0053_FC:3:1:2429:1228#0,3L,16785473,unique,3L,16785473,yes
ILLUMINA-075005_0053_FC:3:1:2549:1224#0,2R,24060917,unique,2R,24060917,yes
